"word";"text_thread_id";"Yhteensä";"Suomi24 2021–2023: 2021";"Suomi24 2021–2023: 2022";"Suomi24 2021–2023: 2023"
"Σ";"Σ";"28.909223583515118";"28.128330571930668";"29.634401674988855";"29.01086592507661"
"hapankaali";"16796146";"0.06121704884424523";"0.1464022636692547";"0.041340713799099635";"0"
"hedelmä";"17969829";"0.054884250687944";"0";"0";"0.1516145756888244"
"hampurilainen";"18191211";"0.054884250687944";"0";"0";"0.1516145756888244"
"hedelmä";"17254127";"0.04010772165657446";"0";"0.1309122603638155";"0"
"hedelmä";"17485810";"0.03799678893780739";"0";"0.1240221413972989";"0"
"ananas";"17897683";"0.03799678893780739";"0";"0";"0.10496393701533996"
"banaani";"16714556";"0.031663990781506154";"0.0954797371756009";"0";"0"
"hedelmä";"17367747";"0.029553058062739078";"0";"0.09646166553123249";"0"
"hedelmä";"17204450";"0.027442125343972";"0.08274910555218745";"0";"0"
"banaani";"16802548";"0.027442125343972";"0.08274910555218745";"0";"0"
"ananas";"17069463";"0.027442125343972";"0.08274910555218745";"0";"0"
"ahven";"16826740";"0.027442125343972";"0.08274910555218745";"0";"0"
"banaani";"16882375";"0.025331192625204925";"0.07638378974048073";"0";"0"
"banaani";"16837824";"0.02322025990643785";"0.070018473928774";"0";"0"
"banaani";"16739364";"0.02322025990643785";"0.070018473928774";"0";"0"
"hauki";"17564196";"0.02322025990643785";"0";"0.07579130863168267";"0"
"banaani";"17468305";"0.02322025990643785";"0";"0.07579130863168267";"0"
"ahven";"17245927";"0.02322025990643785";"0";"0";"0.06414462817604108"
"banaani";"16843490";"0.02110932718767077";"0.06365315811706727";"0";"0"
"banaani";"16773324";"0.02110932718767077";"0.06365315811706727";"0";"0"
"hedelmä";"17468648";"0.02110932718767077";"0";"0.06890118966516605";"0"
"hedelmä";"17471968";"0.018998394468903695";"0";"0.06201107069864945";"0"
"hauki";"17663665";"0.018998394468903695";"0";"0.06201107069864945";"0"
"hauki";"17629528";"0.018998394468903695";"0";"0.06201107069864945";"0"
"hapankaali";"17669294";"0.018998394468903695";"0";"0.06201107069864945";"0"
"ananas";"17090615";"0.016887461750136615";"0.05092252649365382";"0";"0"
"hernekeitto";"17180945";"0.016887461750136615";"0.044557210681947096";"0.006890118966516605";"0"
"hedelmä";"17630486";"0.016887461750136615";"0";"0.05512095173213284";"0"
"ahven";"17526347";"0.016887461750136615";"0";"0.05512095173213284";"0"
"banaani";"17648396";"0.016887461750136615";"0";"0.034450594832583024";"0.017493989502556657"
"bataatti";"18103158";"0.016887461750136615";"0";"0";"0.04665063867348442"
"banaani";"17978487";"0.016887461750136615";"0";"0";"0.04665063867348442"
"banaani";"17803118";"0.016887461750136615";"0";"0";"0.04665063867348442"
"banaani";"17015568";"0.014776529031369539";"0.044557210681947096";"0";"0"
"banaani";"16910307";"0.014776529031369539";"0.044557210681947096";"0";"0"
"ahven";"17084798";"0.014776529031369539";"0.044557210681947096";"0";"0"
"chili";"16856004";"0.014776529031369539";"0.03182657905853364";"0";"0.011662659668371106"
"hedelmä";"17469235";"0.014776529031369539";"0";"0.048230832765616245";"0"
"ahven";"17422894";"0.014776529031369539";"0";"0.048230832765616245";"0"
"broileri";"17686378";"0.014776529031369539";"0";"0.02756047586606642";"0.017493989502556657"
"hedelmä";"18181456";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hedelmä";"18121008";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hedelmä";"17954441";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hedelmä";"17732650";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hauki";"18116862";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hauki";"17749271";"0.014776529031369539";"0";"0";"0.04081930883929887"
"banaani";"17733763";"0.014776529031369539";"0";"0";"0.04081930883929887"
"hernekeitto";"17106103";"0.012665596312602462";"0.03819189487024036";"0";"0"
"hernekeitto";"17073261";"0.012665596312602462";"0.03819189487024036";"0";"0"
"hauki";"16813265";"0.012665596312602462";"0.03819189487024036";"0";"0"
"banaani";"16872549";"0.012665596312602462";"0.03819189487024036";"0";"0"
"banaani";"16760520";"0.012665596312602462";"0.03819189487024036";"0";"0"
"banaani";"16726282";"0.012665596312602462";"0.03819189487024036";"0";"0"
"ahven";"17022950";"0.012665596312602462";"0.03819189487024036";"0";"0"
"hernekeitto";"17417596";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hedelmä";"17575449";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hedelmä";"17567239";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hedelmä";"17507086";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hedelmä";"17496399";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hedelmä";"17465511";"0.012665596312602462";"0";"0.041340713799099635";"0"
"ahven";"17586870";"0.012665596312602462";"0";"0.041340713799099635";"0"
"ahven";"17566387";"0.012665596312602462";"0";"0.041340713799099635";"0"
"hillo";"18054613";"0.012665596312602462";"0";"0";"0.034987979005113315"
"hernekeitto";"18121082";"0.012665596312602462";"0";"0";"0.034987979005113315"
"herne";"17999757";"0.012665596312602462";"0";"0";"0.034987979005113315"
"hedelmä";"17985758";"0.012665596312602462";"0";"0";"0.034987979005113315"
"hedelmä";"17855387";"0.012665596312602462";"0";"0";"0.034987979005113315"
"hedelmä";"17361236";"0.012665596312602462";"0";"0";"0.034987979005113315"
"banaani";"17974717";"0.012665596312602462";"0";"0";"0.034987979005113315"
"banaani";"17974664";"0.012665596312602462";"0";"0";"0.034987979005113315"
"banaani";"17947940";"0.012665596312602462";"0";"0";"0.034987979005113315"
"appelsiini";"17705446";"0.012665596312602462";"0";"0";"0.034987979005113315"
"hiiva";"9177294";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hedelmä";"1807412";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hedelmä";"17062674";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hedelmä";"16829263";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hedelmä";"16809585";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hauki";"17194540";"0.010554663593835384";"0.03182657905853364";"0";"0"
"hauki";"17148846";"0.010554663593835384";"0.03182657905853364";"0";"0"
"broileri";"16170827";"0.010554663593835384";"0.03182657905853364";"0";"0"
"banaani";"17058647";"0.010554663593835384";"0.03182657905853364";"0";"0"
"banaani";"16894588";"0.010554663593835384";"0.03182657905853364";"0";"0"
"banaani";"16796427";"0.010554663593835384";"0.03182657905853364";"0";"0"
"banaani";"16789696";"0.010554663593835384";"0.03182657905853364";"0";"0"
"banaani";"16751022";"0.010554663593835384";"0.03182657905853364";"0";"0"
"anjovis";"17236958";"0.010554663593835384";"0.03182657905853364";"0";"0"
"ananas";"17055251";"0.010554663593835384";"0.03182657905853364";"0";"0"
"ahven";"17160284";"0.010554663593835384";"0.03182657905853364";"0";"0"
"herne";"17598519";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hedelmä";"17578961";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hedelmä";"17523739";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hedelmä";"17513389";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hedelmä";"17474412";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hauki";"17510473";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hauki";"17460633";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hapankaali";"17497052";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hampurilainen";"17373659";"0.010554663593835384";"0";"0.034450594832583024";"0"
"banaani";"17313339";"0.010554663593835384";"0";"0.034450594832583024";"0"
"ahven";"17555841";"0.010554663593835384";"0";"0.034450594832583024";"0"
"hiiva";"17705617";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"18182400";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"18152461";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"18142115";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"18079386";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"18016542";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"17970630";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"17825117";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hedelmä";"17752894";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hauki";"18116159";"0.010554663593835384";"0";"0";"0.029156649170927765"
"banaani";"17978577";"0.010554663593835384";"0";"0";"0.029156649170927765"
"banaani";"17974504";"0.010554663593835384";"0";"0";"0.029156649170927765"
"banaani";"17842080";"0.010554663593835384";"0";"0";"0.029156649170927765"
"banaani";"17666234";"0.010554663593835384";"0";"0";"0.029156649170927765"
"ananas";"18025035";"0.010554663593835384";"0";"0";"0.029156649170927765"
"ahven";"17922982";"0.010554663593835384";"0";"0";"0.029156649170927765"
"hiiva";"17003614";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17236539";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17182439";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17116331";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17032228";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17023428";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"17007305";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"16900524";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"16892147";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"16882422";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hedelmä";"16738458";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"17251334";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"17186678";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"16999627";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"16992593";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"16908361";"0.008443730875068308";"0.02546126324682691";"0";"0"
"hauki";"16715446";"0.008443730875068308";"0.02546126324682691";"0";"0"
"broileri";"16977211";"0.008443730875068308";"0.02546126324682691";"0";"0"
"bataatti";"16875566";"0.008443730875068308";"0.02546126324682691";"0";"0"
"banaani";"17113757";"0.008443730875068308";"0.02546126324682691";"0";"0"
"banaani";"16829562";"0.008443730875068308";"0.02546126324682691";"0";"0"
"banaani";"16808634";"0.008443730875068308";"0.02546126324682691";"0";"0"
"banaani";"16789796";"0.008443730875068308";"0.02546126324682691";"0";"0"
"banaani";"16776371";"0.008443730875068308";"0.02546126324682691";"0";"0"
"avokado";"16816666";"0.008443730875068308";"0.02546126324682691";"0";"0"
"ateriankorvike";"16936749";"0.008443730875068308";"0.02546126324682691";"0";"0"
"anjovis";"17202724";"0.008443730875068308";"0.02546126324682691";"0";"0"
"ananas";"17101451";"0.008443730875068308";"0.02546126324682691";"0";"0"
