"word";"text_thread_id";"Yhteensä";"Suomi24 2021–2023: 2022";"Suomi24 2021–2023: 2021";"Suomi24 2021–2023: 2023"
"Σ";"Σ";"34.55807953893582";"33.87871495836327";"35.11744733318414";"34.62060522556471"
"olut";"2239914";"0.14354342487616123";"0";"0.4328414751960574";"0"
"omena";"17485017";"0.054884250687944";"0.17914309312943175";"0";"0"
"olut";"17868089";"0.054884250687944";"0";"0";"0.1516145756888244"
"peruna";"17635998";"0.04432958709410861";"0.14469249829684872";"0";"0"
"olut";"16722134";"0.04432958709410861";"0.034450594832583024";"0.07638378974048073";"0.02332531933674221"
"pasta";"17635998";"0.04010772165657446";"0.1309122603638155";"0";"0"
"olut";"17115315";"0.03799678893780739";"0";"0.070018473928774";"0.04081930883929887"
"pasta";"392449";"0.03588585621904031";"0";"0";"0.09913260718115441"
"perunalaatikko";"17954482";"0.031663990781506154";"0";"0";"0.0874699475127833"
"pizza";"17587176";"0.029553058062739078";"0.09646166553123249";"0";"0"
"olut";"17027905";"0.029553058062739078";"0";"0.08911442136389419";"0"
"omena";"17697390";"0.027442125343972";"0";"0";"0.0758072878444122"
"perunalaatikko";"16898137";"0.025331192625204925";"0.034450594832583024";"0.044557210681947096";"0"
"porkkana";"16875566";"0.025331192625204925";"0";"0.07638378974048073";"0"
"peruna";"17302095";"0.02322025990643785";"0.07579130863168267";"0";"0"
"peruna";"17538979";"0.02110932718767077";"0.06890118966516605";"0";"0"
"peruna";"17359153";"0.02110932718767077";"0.06890118966516605";"0";"0"
"peruna";"17616611";"0.02110932718767077";"0.048230832765616245";"0";"0.017493989502556657"
"perunalaatikko";"308132";"0.02110932718767077";"0.020670356899549817";"0.03819189487024036";"0.005831329834185553"
"perunalaatikko";"13102188";"0.02110932718767077";"0.006890118966516605";"0.05728784230536055";"0"
"piimä";"17081844";"0.02110932718767077";"0";"0.06365315811706727";"0"
"piimä";"16905945";"0.02110932718767077";"0";"0.06365315811706727";"0"
"perunalaatikko";"15774148";"0.02110932718767077";"0";"0.06365315811706727";"0"
"pakastekasvissekoitus";"16875566";"0.02110932718767077";"0";"0.06365315811706727";"0"
"omena";"16883041";"0.02110932718767077";"0";"0.06365315811706727";"0"
"omena";"16737185";"0.02110932718767077";"0";"0.06365315811706727";"0"
"perunalaatikko";"18019883";"0.02110932718767077";"0";"0";"0.05831329834185553"
"perunalaatikko";"17675488";"0.018998394468903695";"0.06201107069864945";"0";"0"
"perunalaatikko";"17279547";"0.018998394468903695";"0.06201107069864945";"0";"0"
"olut";"17643248";"0.018998394468903695";"0.06201107069864945";"0";"0"
"perunalaatikko";"17655546";"0.018998394468903695";"0.048230832765616245";"0";"0.011662659668371106"
"nyhtökaura";"16501921";"0.018998394468903695";"0.034450594832583024";"0.02546126324682691";"0"
"pizza";"16934071";"0.018998394468903695";"0";"0.05728784230536055";"0"
"piimä";"16897993";"0.018998394468903695";"0";"0.05728784230536055";"0"
"perunalaatikko";"17136069";"0.018998394468903695";"0";"0.05728784230536055";"0"
"peruna";"16872549";"0.018998394468903695";"0";"0.05728784230536055";"0"
"peruna";"16854661";"0.018998394468903695";"0";"0.05728784230536055";"0"
"perunalaatikko";"18139147";"0.018998394468903695";"0";"0";"0.05248196850766998"
"omena";"17699526";"0.018998394468903695";"0";"0";"0.05248196850766998"
"peruna";"17293241";"0.016887461750136615";"0.05512095173213284";"0";"0"
"peruna";"17027919";"0.016887461750136615";"0.01378023793303321";"0.012730631623413455";"0.02332531933674221"
"pizza";"16796867";"0.016887461750136615";"0";"0.05092252649365382";"0"
"pinaattikeitto";"17106103";"0.016887461750136615";"0";"0.05092252649365382";"0"
"perunalaatikko";"6495623";"0.016887461750136615";"0";"0.05092252649365382";"0"
"perunalaatikko";"17019853";"0.016887461750136615";"0";"0.05092252649365382";"0"
"peruna";"17192889";"0.016887461750136615";"0";"0.05092252649365382";"0"
"omena";"16796867";"0.016887461750136615";"0";"0.05092252649365382";"0"
"olut";"17746746";"0.016887461750136615";"0";"0";"0.04665063867348442"
"olut";"14077907";"0.016887461750136615";"0";"0";"0.04665063867348442"
"olut";"17365471";"0.014776529031369539";"0.048230832765616245";"0";"0"
"olut";"17323845";"0.014776529031369539";"0.048230832765616245";"0";"0"
"nauris";"17412942";"0.014776529031369539";"0.048230832765616245";"0";"0"
"perunalaatikko";"5154694";"0.014776529031369539";"0.020670356899549817";"0.02546126324682691";"0"
"perunalaatikko";"2397060";"0.014776529031369539";"0.01378023793303321";"0.03182657905853364";"0"
"porkkana";"16841960";"0.014776529031369539";"0";"0.044557210681947096";"0"
"perunalaatikko";"16898136";"0.014776529031369539";"0";"0.044557210681947096";"0"
