"word";"text_thread_id";"Yhteensä";"Suomi24 2021–2023: 2022";"Suomi24 2021–2023: 2021";"Suomi24 2021–2023: 2023"
"Σ";"Σ";"23.047163423498947";"22.379106403246706";"21.667535023048607";"24.876453072637872"
"kebab";"17532922";"0.7282717879746415";"0";"0";"2.011808792794016"
"kurkku";"16675566";"0.04010772165657446";"0";"0.12094100042242782";"0"
"kuha";"17948646";"0.031663990781506154";"0";"0";"0.0874699475127833"
"kurkku";"17455125";"0.025331192625204925";"0.08268142759819927";"0";"0"
"ketsuppi";"18035810";"0.02322025990643785";"0";"0";"0.06414462817604108"
"kurkku";"17167025";"0.02110932718767077";"0.041340713799099635";"0.02546126324682691";"0"
"kebabliha";"16085283";"0.02110932718767077";"0";"0.06365315811706727";"0"
"kurkku";"17345806";"0.018998394468903695";"0.06201107069864945";"0";"0"
"lauantaimakkara";"16840365";"0.018998394468903695";"0";"0.05728784230536055";"0"
"kuha";"17336803";"0.016887461750136615";"0.05512095173213284";"0";"0"
"kurkku";"3950017";"0.016887461750136615";"0.01378023793303321";"0";"0.034987979005113315"
"linssi";"16724204";"0.016887461750136615";"0";"0.05092252649365382";"0"
"kebab";"16848513";"0.016887461750136615";"0";"0.05092252649365382";"0"
"kebab";"16726631";"0.016887461750136615";"0";"0.05092252649365382";"0"
"kivennäisvesi";"17864239";"0.016887461750136615";"0";"0";"0.04665063867348442"
"lanttulaatikko";"17673456";"0.014776529031369539";"0.048230832765616245";"0";"0"
"lanttu";"17533667";"0.014776529031369539";"0.048230832765616245";"0";"0"
"lahna";"17275139";"0.014776529031369539";"0.048230832765616245";"0";"0"
"kurkku";"17611731";"0.014776529031369539";"0.048230832765616245";"0";"0"
"kirjolohi";"17443426";"0.014776529031369539";"0.048230832765616245";"0";"0"
"kebab";"16465800";"0.014776529031369539";"0.048230832765616245";"0";"0"
"kurkku";"11363921";"0.014776529031369539";"0.01378023793303321";"0.02546126324682691";"0.005831329834185553"
"korppu";"17216271";"0.014776529031369539";"0";"0.044557210681947096";"0"
"ketsuppi";"17227910";"0.014776529031369539";"0";"0.044557210681947096";"0"
"kurkku";"17887297";"0.014776529031369539";"0";"0";"0.04081930883929887"
"kurkku";"17790800";"0.014776529031369539";"0";"0";"0.04081930883929887"
"kurkku";"17759777";"0.014776529031369539";"0";"0";"0.04081930883929887"
"lasagne";"17310285";"0.012665596312602462";"0.041340713799099635";"0";"0"
"lanttulaatikko";"17675488";"0.012665596312602462";"0.041340713799099635";"0";"0"
"kurkku";"17362810";"0.012665596312602462";"0.041340713799099635";"0";"0"
"lakka";"12318297";"0.012665596312602462";"0.034450594832583024";"0";"0.005831329834185553"
"kokolihaleikkele";"16977211";"0.012665596312602462";"0";"0.03819189487024036";"0"
"kaurapuuro";"17206980";"0.012665596312602462";"0";"0.03819189487024036";"0"
"lakka";"17930288";"0.012665596312602462";"0";"0";"0.034987979005113315"
"kukkakaali";"17994790";"0.012665596312602462";"0";"0";"0.034987979005113315"
"korppu";"17736344";"0.012665596312602462";"0";"0";"0.034987979005113315"
"kebab";"17806879";"0.012665596312602462";"0";"0";"0.034987979005113315"
"lakka";"17531587";"0.010554663593835384";"0.034450594832583024";"0";"0"
"kurkku";"17416810";"0.010554663593835384";"0.034450594832583024";"0";"0"
"kuha";"17603072";"0.010554663593835384";"0.034450594832583024";"0";"0"
"kebab";"17566346";"0.010554663593835384";"0.034450594832583024";"0";"0"
"kirjolohi";"14638109";"0.010554663593835384";"0.01378023793303321";"0.006365315811706728";"0.011662659668371106"
"kurkku";"2724886";"0.010554663593835384";"0.006890118966516605";"0";"0.02332531933674221"
"kurkku";"10122099";"0.010554663593835384";"0.006890118966516605";"0.006365315811706728";"0.017493989502556657"
"kebab";"17266638";"0.010554663593835384";"0.006890118966516605";"0";"0.02332531933674221"
"linssi";"17200638";"0.010554663593835384";"0";"0.03182657905853364";"0"
"lanttu";"16866861";"0.010554663593835384";"0";"0.03182657905853364";"0"
"lakka";"17070817";"0.010554663593835384";"0";"0.03182657905853364";"0"
"lahna";"16914668";"0.010554663593835384";"0";"0.03182657905853364";"0"
"kookosöljy";"16733884";"0.010554663593835384";"0";"0.03182657905853364";"0"
"ketsuppi";"16970426";"0.010554663593835384";"0";"0.03182657905853364";"0"
"kebab";"16678344";"0.010554663593835384";"0";"0.03182657905853364";"0"
"kebab";"16481506";"0.010554663593835384";"0";"0.03182657905853364";"0"
"kebab";"16085283";"0.010554663593835384";"0";"0.03182657905853364";"0"
"katkarapu";"16901355";"0.010554663593835384";"0";"0.03182657905853364";"0"
"linssi";"17133160";"0.010554663593835384";"0";"0";"0.029156649170927765"
"lihapiirakka";"17855641";"0.010554663593835384";"0";"0";"0.029156649170927765"
"lahna";"18188613";"0.010554663593835384";"0";"0";"0.029156649170927765"
"kurkku";"17735893";"0.010554663593835384";"0";"0";"0.029156649170927765"
"kurkku";"17730936";"0.010554663593835384";"0";"0";"0.029156649170927765"
