"word";"text_thread_id";"Yhteensä";"Suomi24 2021–2023: 2021";"Suomi24 2021–2023: 2022";"Suomi24 2021–2023: 2023"
"Σ";"Σ";"13.233437213950806";"13.220760940914255";"14.055842691694343";"12.549021803167165"
"riisi";"17635998";"0.054884250687944";"0";"0.17914309312943175";"0"
"riisi";"17489959";"0.054884250687944";"0";"0.17914309312943175";"0"
"päärynä";"17485017";"0.03799678893780739";"0";"0.1240221413972989";"0"
"rapu";"17450352";"0.031663990781506154";"0";"0.10335178449774908";"0"
"rapu";"827388";"0.029553058062739078";"0.01909594743512018";"0";"0.06414462817604108"
"rapu";"14550462";"0.02322025990643785";"0.070018473928774";"0";"0"
"rapu";"17491137";"0.02322025990643785";"0";"0.07579130863168267";"0"
"rapu";"16924024";"0.02110932718767077";"0.06365315811706727";"0";"0"
"pulla";"17426391";"0.02110932718767077";"0";"0.06890118966516605";"0"
"pulla";"16814143";"0.018998394468903695";"0.05728784230536055";"0";"0"
"rapu";"17624595";"0.018998394468903695";"0";"0.048230832765616245";"0.011662659668371106"
"riisi";"17903816";"0.018998394468903695";"0";"0";"0.05248196850766998"
"rapu";"5995353";"0.018998394468903695";"0";"0";"0.05248196850766998"
"riisi";"16850665";"0.016887461750136615";"0.05092252649365382";"0";"0"
"rapu";"230232";"0.016887461750136615";"0.05092252649365382";"0";"0"
"raejuusto";"16977211";"0.016887461750136615";"0.05092252649365382";"0";"0"
"rapu";"17503046";"0.016887461750136615";"0";"0.05512095173213284";"0"
"rapu";"17373649";"0.016887461750136615";"0";"0.05512095173213284";"0"
"rapu";"17932039";"0.016887461750136615";"0";"0";"0.04665063867348442"
"puolukka";"18167561";"0.016887461750136615";"0";"0";"0.04665063867348442"
"rapu";"16967518";"0.014776529031369539";"0.044557210681947096";"0";"0"
"punaviini";"16970426";"0.014776529031369539";"0.044557210681947096";"0";"0"
"rapu";"798136";"0.014776529031369539";"0.02546126324682691";"0.020670356899549817";"0"
"rusina";"17978890";"0.014776529031369539";"0";"0";"0.04081930883929887"
"riisipuuro";"18128924";"0.014776529031369539";"0";"0";"0.04081930883929887"
"riisi";"17908499";"0.014776529031369539";"0";"0";"0.04081930883929887"
"riisi";"17723450";"0.014776529031369539";"0";"0";"0.04081930883929887"
"pulla";"17218735";"0.012665596312602462";"0.03819189487024036";"0";"0"
"porsaanfilee";"16877322";"0.012665596312602462";"0.03819189487024036";"0";"0"
"puolukka";"17103100";"0.012665596312602462";"0.02546126324682691";"0.01378023793303321";"0"
"rosolli";"17673456";"0.012665596312602462";"0";"0.041340713799099635";"0"
"riisi";"17307581";"0.012665596312602462";"0";"0.041340713799099635";"0"
"rapu";"17491413";"0.012665596312602462";"0";"0.041340713799099635";"0"
"punaviini";"17592582";"0.012665596312602462";"0";"0.041340713799099635";"0"
"seiti";"16901355";"0.010554663593835384";"0.03182657905853364";"0";"0"
"rypsiöljy";"16773708";"0.010554663593835384";"0.03182657905853364";"0";"0"
"puolukka";"17095466";"0.010554663593835384";"0.03182657905853364";"0";"0"
"rosolli";"17675488";"0.010554663593835384";"0";"0.034450594832583024";"0"
"riisi";"17423423";"0.010554663593835384";"0";"0.034450594832583024";"0"
"rapu";"17666859";"0.010554663593835384";"0";"0.034450594832583024";"0"
"rapu";"17586479";"0.010554663593835384";"0";"0.034450594832583024";"0"
"rapu";"17497052";"0.010554663593835384";"0";"0.034450594832583024";"0"
"rapu";"17361888";"0.010554663593835384";"0";"0.034450594832583024";"0"
"pulla";"17607500";"0.010554663593835384";"0";"0.034450594832583024";"0"
"ruisleipä";"17739506";"0.010554663593835384";"0";"0";"0.029156649170927765"
"rapu";"18119076";"0.010554663593835384";"0";"0";"0.029156649170927765"
"rapu";"18061324";"0.010554663593835384";"0";"0";"0.029156649170927765"
"rapu";"17886029";"0.010554663593835384";"0";"0";"0.029156649170927765"
"rapu";"17880391";"0.010554663593835384";"0";"0";"0.029156649170927765"
"rapu";"17759809";"0.010554663593835384";"0";"0";"0.029156649170927765"
"punajuuri";"17934933";"0.010554663593835384";"0";"0";"0.029156649170927765"
"puna-ahven";"17784367";"0.010554663593835384";"0";"0";"0.029156649170927765"
"pulla";"18052804";"0.010554663593835384";"0";"0";"0.029156649170927765"
"seiti";"16672988";"0.008443730875068308";"0.02546126324682691";"0";"0"
"rypsiöljy";"17162761";"0.008443730875068308";"0.02546126324682691";"0";"0"
"rypsiöljy";"16998055";"0.008443730875068308";"0.02546126324682691";"0";"0"
"riista";"17129573";"0.008443730875068308";"0.02546126324682691";"0";"0"
"riisi";"16880010";"0.008443730875068308";"0.02546126324682691";"0";"0"
"riisi";"16085283";"0.008443730875068308";"0.02546126324682691";"0";"0"
"rapu";"17253119";"0.008443730875068308";"0.02546126324682691";"0";"0"
